@relation MarginCurve

@attribute Instance_number numeric
@attribute Margin numeric
@attribute Current numeric
@attribute Cumulative numeric

@data
2274,0.973559,1,2274
2275,0.973571,1,2275
2276,0.973579,1,2276
2277,0.973588,1,2277
2278,0.973589,1,2278
2279,0.973613,1,2279
2280,0.973638,1,2280
2281,0.973656,1,2281
2282,0.973684,1,2282
2283,0.973686,1,2283
2284,0.973688,1,2284
2285,0.973704,1,2285
2286,0.973713,1,2286
2287,0.973731,1,2287
2288,0.97374,1,2288
2289,0.97374,1,2289
2290,0.973743,1,2290
2291,0.973748,1,2291
2292,0.973751,1,2292
2293,0.973757,1,2293
2294,0.97376,1,2294
2295,0.973832,1,2295
2296,0.973847,1,2296
2297,0.973878,1,2297
2298,0.973885,1,2298
2299,0.973908,1,2299
2300,0.973911,1,2300
2301,0.973918,1,2301
2302,0.973926,1,2302
2303,0.973932,1,2303
2304,0.973941,1,2304
2305,0.973943,1,2305
2306,0.973977,1,2306
2307,0.973978,1,2307
2308,0.97398,1,2308
2309,0.974001,1,2309
2310,0.974006,1,2310
2311,0.974031,1,2311
2312,0.974034,1,2312
2313,0.974048,1,2313
2314,0.97409,1,2314
2315,0.974099,1,2315
2316,0.974132,1,2316
2317,0.974151,1,2317
2318,0.974151,1,2318
2319,0.974153,1,2319
2320,0.974163,1,2320
2321,0.974181,1,2321
2322,0.974197,1,2322
2323,0.9742,1,2323
2324,0.974202,1,2324
2325,0.974216,1,2325
2326,0.974227,1,2326
2327,0.974234,1,2327
2328,0.974235,1,2328
2329,0.974236,1,2329
2330,0.974238,1,2330
2331,0.974252,1,2331
2332,0.974259,1,2332
2333,0.974262,1,2333
2334,0.974284,1,2334
2335,0.974285,1,2335
2336,0.974318,1,2336
2337,0.974325,1,2337
2338,0.974327,1,2338
2339,0.974356,1,2339
2340,0.974362,1,2340
2341,0.974363,1,2341
2342,0.974364,1,2342
2343,0.974366,1,2343
2344,0.974385,1,2344
2345,0.974392,1,2345
2346,0.974401,1,2346
2347,0.97442,1,2347
2348,0.974428,1,2348
2349,0.974434,1,2349
2350,0.97444,1,2350
2351,0.974455,1,2351
2352,0.974458,1,2352
2353,0.974468,1,2353
2354,0.974491,1,2354
2355,0.974494,1,2355
2356,0.974504,1,2356
2357,0.974518,1,2357
2358,0.974545,1,2358
2359,0.974574,1,2359
2360,0.974599,1,2360
2361,0.974605,1,2361
2362,0.974611,1,2362
2363,0.974615,1,2363
2364,0.974616,1,2364
2365,0.974626,1,2365
2366,0.974636,1,2366
2367,0.97464,1,2367
2368,0.974649,1,2368
2369,0.974649,1,2369
2370,0.97465,1,2370
2371,0.974653,1,2371
2372,0.974655,1,2372
2373,0.974665,1,2373
2374,0.974695,1,2374
2375,0.974696,1,2375
2376,0.974705,1,2376
2377,0.974713,1,2377
2378,0.974726,1,2378
2379,0.974727,1,2379
2380,0.974738,1,2380
2381,0.97475,1,2381
2382,0.97476,1,2382
2383,0.974761,1,2383
2384,0.974763,1,2384
2385,0.974775,1,2385
2386,0.974776,1,2386
2387,0.974806,1,2387
2388,0.974841,1,2388
2389,0.974846,1,2389
2390,0.974847,1,2390
2391,0.974852,1,2391
2392,0.974855,1,2392
2393,0.974877,1,2393
2394,0.974883,1,2394
2395,0.974891,1,2395
2396,0.974895,1,2396
2397,0.974903,1,2397
2398,0.974912,1,2398
2399,0.974917,1,2399
2400,0.974943,1,2400
2401,0.974943,1,2401
2402,0.974945,1,2402
2403,0.974978,1,2403
2404,0.974997,1,2404
2405,0.975013,1,2405
2406,0.975024,1,2406
2407,0.975029,1,2407
2408,0.975032,1,2408
2409,0.975032,1,2409
2410,0.975045,1,2410
2411,0.975047,1,2411
2412,0.97505,1,2412
2413,0.975061,1,2413
2414,0.975063,1,2414
2415,0.975088,1,2415
2416,0.97509,1,2416
2417,0.975132,1,2417
2418,0.975136,1,2418
2419,0.975144,1,2419
2420,0.975147,1,2420
2421,0.975149,1,2421
2422,0.975156,1,2422
2423,0.975157,1,2423
2424,0.975165,1,2424
2425,0.975171,1,2425
2426,0.975187,1,2426
2427,0.975189,1,2427
2428,0.975201,1,2428
2429,0.975202,1,2429
2430,0.975203,1,2430
2431,0.975212,1,2431
2432,0.975237,1,2432
2433,0.975251,1,2433
2434,0.975252,1,2434
2435,0.975258,1,2435
2436,0.975264,1,2436
2437,0.975265,1,2437
2438,0.975272,1,2438
2439,0.975283,1,2439
2440,0.975294,1,2440
2441,0.975297,1,2441
2442,0.975299,1,2442
2443,0.975328,1,2443
2444,0.975352,1,2444
2445,0.975366,1,2445
2446,0.975394,1,2446
2447,0.975405,1,2447
2448,0.97542,1,2448
2449,0.975433,1,2449
2450,0.975449,1,2450
2451,0.975458,1,2451
2452,0.975493,1,2452
2453,0.975509,1,2453
2454,0.975514,1,2454
2455,0.975517,1,2455
2456,0.975564,1,2456
2457,0.97559,1,2457
2458,0.975599,1,2458
2459,0.975602,1,2459
2460,0.975609,1,2460
2461,0.975642,1,2461
2462,0.975642,1,2462
2463,0.975659,1,2463
2464,0.975666,1,2464
2465,0.975669,1,2465
2466,0.975674,1,2466
2467,0.975683,1,2467
2468,0.975697,1,2468
2469,0.975698,1,2469
2470,0.975711,1,2470
2471,0.975713,1,2471
2472,0.975714,1,2472
2473,0.975739,1,2473
2474,0.975769,1,2474
2475,0.975773,1,2475
2476,0.975793,1,2476
2477,0.975803,1,2477
2478,0.975804,1,2478
2479,0.975808,1,2479
2480,0.975835,1,2480
2481,0.975862,1,2481
2482,0.975866,1,2482
2483,0.97589,1,2483
2484,0.975895,1,2484
2485,0.975897,1,2485
2486,0.975898,1,2486
2487,0.975922,1,2487
2488,0.975924,1,2488
2489,0.975928,1,2489
2490,0.975939,1,2490
2491,0.975984,1,2491
2492,0.975987,1,2492
2493,0.975996,1,2493
2494,0.97601,1,2494
2495,0.976025,1,2495
2496,0.97603,1,2496
2497,0.976032,1,2497
2498,0.976048,1,2498
2499,0.976052,1,2499
2500,0.976089,1,2500
2501,0.976105,1,2501
2502,0.97611,1,2502
2503,0.976115,1,2503
2504,0.976124,1,2504
2505,0.976187,1,2505
2506,0.976193,1,2506
2507,0.976204,1,2507
2508,0.976217,1,2508
2509,0.976221,1,2509
2510,0.976268,1,2510
2511,0.976295,1,2511
2512,0.976296,1,2512
2513,0.976302,1,2513
2514,0.976328,1,2514
2515,0.976328,1,2515
2516,0.976331,1,2516
2517,0.976345,1,2517
2518,0.976351,1,2518
2519,0.976353,1,2519
2520,0.976386,1,2520
2521,0.976387,1,2521
2522,0.97642,1,2522
2523,0.97643,1,2523
2524,0.976448,1,2524
2525,0.976476,1,2525
2526,0.976485,1,2526
2527,0.976489,1,2527
2528,0.976491,1,2528
2529,0.976503,1,2529
2530,0.976511,1,2530
2531,0.976516,1,2531
2532,0.97652,1,2532
2533,0.976542,1,2533
2534,0.976554,1,2534
2535,0.976586,1,2535
2536,0.976594,1,2536
2537,0.976601,1,2537
2538,0.976605,1,2538
2539,0.976606,1,2539
2540,0.976638,1,2540
2541,0.976661,1,2541
2542,0.976678,1,2542
2543,0.976686,1,2543
2544,0.976738,1,2544
2545,0.976746,1,2545
2546,0.976748,1,2546
2547,0.976753,1,2547
2548,0.976757,1,2548
2549,0.976758,1,2549
2550,0.976785,1,2550
2551,0.976809,1,2551
2552,0.976817,1,2552
2553,0.976817,1,2553
2554,0.97682,1,2554
2555,0.976821,1,2555
2556,0.976832,1,2556
2557,0.97684,1,2557
2558,0.976864,1,2558
2559,0.976891,1,2559
2560,0.976933,1,2560
2561,0.976953,1,2561
2562,0.976958,1,2562
2563,0.976965,1,2563
2564,0.976976,1,2564
2565,0.976979,1,2565
2566,0.97699,1,2566
2567,0.976997,1,2567
2568,0.977,1,2568
2569,0.977024,1,2569
2570,0.977056,1,2570
2571,0.97706,1,2571
2572,0.977071,1,2572
2573,0.977118,1,2573
2574,0.977118,1,2574
2575,0.977127,1,2575
2576,0.977128,1,2576
2577,0.97713,1,2577
2578,0.977139,1,2578
2579,0.977157,1,2579
2580,0.977161,1,2580
2581,0.977161,1,2581
2582,0.977165,1,2582
2583,0.977166,1,2583
2584,0.977211,1,2584
2585,0.977212,1,2585
2586,0.977215,1,2586
2587,0.977217,1,2587
2588,0.977266,1,2588
2589,0.97731,1,2589
2590,0.977311,1,2590
2591,0.977315,1,2591
2592,0.977317,1,2592
2593,0.977319,1,2593
2594,0.977326,1,2594
2595,0.977333,1,2595
2596,0.977352,1,2596
2597,0.977364,1,2597
2598,0.977371,1,2598
2599,0.977409,1,2599
2600,0.977424,1,2600
2601,0.977484,1,2601
2602,0.977492,1,2602
2603,0.977494,1,2603
2604,0.977496,1,2604
2605,0.977506,1,2605
2606,0.977509,1,2606
2607,0.97751,1,2607
2608,0.977542,1,2608
2609,0.977548,1,2609
2610,0.97755,1,2610
2611,0.977576,1,2611
2612,0.977585,1,2612
2613,0.977603,1,2613
2614,0.977631,1,2614
2615,0.977645,1,2615
2616,0.977651,1,2616
2617,0.977664,1,2617
2618,0.977666,1,2618
2619,0.977687,1,2619
2620,0.977709,1,2620
2621,0.977709,1,2621
2622,0.977712,1,2622
2623,0.977716,1,2623
2624,0.977726,1,2624
2625,0.977744,1,2625
2626,0.977749,1,2626
2627,0.977752,1,2627
2628,0.977777,1,2628
2629,0.977788,1,2629
2630,0.977788,1,2630
2631,0.977789,1,2631
2632,0.977802,1,2632
2633,0.977828,1,2633
2634,0.977834,1,2634
2635,0.977843,1,2635
2636,0.977844,1,2636
2637,0.977845,1,2637
2638,0.977849,1,2638
2639,0.977854,1,2639
2640,0.977862,1,2640
2641,0.977866,1,2641
2642,0.977875,1,2642
2643,0.977883,1,2643
2644,0.977886,1,2644
2645,0.977896,1,2645
2646,0.977909,1,2646
2647,0.977927,1,2647
2648,0.977927,1,2648
2649,0.977938,1,2649
2650,0.97795,1,2650
2651,0.977974,1,2651
2652,0.977975,1,2652
2653,0.977978,1,2653
2654,0.977994,1,2654
2655,0.978,1,2655
2656,0.978009,1,2656
2657,0.978009,1,2657
2658,0.978011,1,2658
2659,0.978013,1,2659
2660,0.97803,1,2660
2661,0.978035,1,2661
2662,0.978038,1,2662
2663,0.978048,1,2663
2664,0.978049,1,2664
2665,0.978052,1,2665
2666,0.978077,1,2666
2667,0.978081,1,2667
2668,0.978083,1,2668
2669,0.978087,1,2669
2670,0.978087,1,2670
2671,0.978098,1,2671
2672,0.978121,1,2672
2673,0.978126,1,2673
2674,0.978133,1,2674
2675,0.978134,1,2675
2676,0.978149,1,2676
2677,0.978151,1,2677
2678,0.978173,1,2678
2679,0.978211,1,2679
2680,0.978217,1,2680
2681,0.978227,1,2681
2682,0.978234,1,2682
2683,0.978242,1,2683
2684,0.978243,1,2684
2685,0.978265,1,2685
2686,0.978305,1,2686
2687,0.978308,1,2687
2688,0.978319,1,2688
2689,0.978329,1,2689
2690,0.978344,1,2690
2691,0.978355,1,2691
2692,0.978357,1,2692
2693,0.978364,1,2693
2694,0.978367,1,2694
2695,0.978368,1,2695
2696,0.97837,1,2696
2697,0.978389,1,2697
2698,0.978402,1,2698
2699,0.978413,1,2699
2700,0.978424,1,2700
2701,0.978449,1,2701
2702,0.97846,1,2702
2703,0.978463,1,2703
2704,0.978465,1,2704
2705,0.978474,1,2705
2706,0.978479,1,2706
2707,0.978499,1,2707
2708,0.978518,1,2708
2709,0.978569,1,2709
2710,0.97859,1,2710
2711,0.978601,1,2711
2712,0.978611,1,2712
2713,0.978621,1,2713
2714,0.978621,1,2714
2715,0.978634,1,2715
2716,0.978645,1,2716
2717,0.978677,1,2717
2718,0.978681,1,2718
2719,0.978694,1,2719
2720,0.978706,1,2720
2721,0.978713,1,2721
2722,0.978718,1,2722
2723,0.978719,1,2723
2724,0.978722,1,2724
2725,0.978728,1,2725
2726,0.978738,1,2726
2727,0.978751,1,2727
2728,0.978758,1,2728
2729,0.978763,1,2729
2730,0.978773,1,2730
2731,0.978786,1,2731
2732,0.978823,1,2732
2733,0.978827,1,2733
2734,0.978829,1,2734
2735,0.97883,1,2735
2736,0.978832,1,2736
2737,0.978848,1,2737
2738,0.978849,1,2738
2739,0.978881,1,2739
2740,0.97889,1,2740
2741,0.978896,1,2741
2742,0.978902,1,2742
2743,0.978909,1,2743
2744,0.97891,1,2744
2745,0.97892,1,2745
2746,0.978922,1,2746
2747,0.978925,1,2747
2748,0.978933,1,2748
2749,0.978938,1,2749
2750,0.978946,1,2750
2751,0.978958,1,2751
2752,0.978992,1,2752
2753,0.978996,1,2753
2754,0.979,1,2754
2755,0.979007,1,2755
2756,0.979009,1,2756
2757,0.979042,1,2757
2758,0.979046,1,2758
2759,0.979054,1,2759
2760,0.97908,1,2760
2761,0.979083,1,2761
2762,0.979092,1,2762
2763,0.979108,1,2763
2764,0.97915,1,2764
2765,0.979165,1,2765
2766,0.979168,1,2766
2767,0.979189,1,2767
2768,0.979195,1,2768
2769,0.979196,1,2769
2770,0.979205,1,2770
2771,0.979206,1,2771
2772,0.979217,1,2772
2773,0.979228,1,2773
2774,0.979234,1,2774
2775,0.979248,1,2775
2776,0.979263,1,2776
2777,0.979266,1,2777
2778,0.979285,1,2778
2779,0.979286,1,2779
2780,0.979293,1,2780
2781,0.979313,1,2781
2782,0.979314,1,2782
2783,0.979323,1,2783
2784,0.97935,1,2784
2785,0.979354,1,2785
2786,0.979369,1,2786
2787,0.979379,1,2787
2788,0.979392,1,2788
2789,0.979409,1,2789
2790,0.979414,1,2790
2791,0.979417,1,2791
2792,0.979424,1,2792
2793,0.979426,1,2793
2794,0.97943,1,2794
2795,0.979435,1,2795
2796,0.979456,1,2796
2797,0.979477,1,2797
2798,0.979497,1,2798
2799,0.9795,1,2799
2800,0.979502,1,2800
2801,0.979537,1,2801
2802,0.979557,1,2802
2803,0.979582,1,2803
2804,0.979609,1,2804
2805,0.979688,1,2805
2806,0.979689,1,2806
2807,0.979691,1,2807
2808,0.979693,1,2808
2809,0.979699,1,2809
2810,0.979706,1,2810
2811,0.979717,1,2811
2812,0.979739,1,2812
2813,0.979742,1,2813
2814,0.979755,1,2814
2815,0.979758,1,2815
2816,0.97976,1,2816
2817,0.979764,1,2817
2818,0.979774,1,2818
2819,0.979813,1,2819
2820,0.979814,1,2820
2821,0.979817,1,2821
2822,0.979824,1,2822
2823,0.979829,1,2823
2824,0.979829,1,2824
2825,0.97983,1,2825
2826,0.979858,1,2826
2827,0.979876,1,2827
2828,0.979887,1,2828
2829,0.979893,1,2829
2830,0.979904,1,2830
2831,0.979904,1,2831
2832,0.979911,1,2832
2833,0.97993,1,2833
2834,0.979931,1,2834
2835,0.979939,1,2835
2836,0.97994,1,2836
2837,0.979949,1,2837
2838,0.97995,1,2838
2839,0.979962,1,2839
2840,0.97997,1,2840
2841,0.979982,1,2841
2842,0.979989,1,2842
2843,0.980009,1,2843
2844,0.980011,1,2844
2845,0.980018,1,2845
2846,0.980022,1,2846
2847,0.980037,1,2847
2848,0.980053,1,2848
2849,0.98006,1,2849
2850,0.980072,1,2850
2851,0.980074,1,2851
2852,0.980075,1,2852
2853,0.980091,1,2853
2854,0.98011,1,2854
2855,0.98013,1,2855
2856,0.980144,1,2856
2857,0.980148,1,2857
2858,0.980198,1,2858
2859,0.980204,1,2859
2860,0.980223,1,2860
2861,0.980224,1,2861
2862,0.980224,1,2862
2863,0.980229,1,2863
2864,0.980234,1,2864
2865,0.980288,1,2865
2866,0.980326,1,2866
2867,0.980329,1,2867
2868,0.980331,1,2868
2869,0.980334,1,2869
2870,0.980346,1,2870
2871,0.980358,1,2871
2872,0.980366,1,2872
2873,0.980379,1,2873
2874,0.980384,1,2874
2875,0.980405,1,2875
2876,0.980407,1,2876
2877,0.980417,1,2877
2878,0.980423,1,2878
2879,0.980428,1,2879
2880,0.980453,1,2880
2881,0.980473,1,2881
2882,0.980482,1,2882
2883,0.980485,1,2883
2884,0.980491,1,2884
2885,0.980514,1,2885
2886,0.980529,1,2886
2887,0.980537,1,2887
2888,0.980554,1,2888
2889,0.980563,1,2889
2890,0.980586,1,2890
2891,0.980588,1,2891
2892,0.98059,1,2892
2893,0.980618,1,2893
2894,0.980628,1,2894
2895,0.980652,1,2895
2896,0.980653,1,2896
2897,0.980653,1,2897
2898,0.980655,1,2898
2899,0.98068,1,2899
2900,0.980688,1,2900
2901,0.980697,1,2901
2902,0.980699,1,2902
2903,0.980722,1,2903
2904,0.980732,1,2904
2905,0.980738,1,2905
2906,0.980743,1,2906
2907,0.980757,1,2907
2908,0.980769,1,2908
2909,0.980773,1,2909
2910,0.980782,1,2910
2911,0.980783,1,2911
2912,0.980791,1,2912
2913,0.980817,1,2913
2914,0.980818,1,2914
2915,0.980824,1,2915
2916,0.980825,1,2916
2917,0.980826,1,2917
2918,0.980849,1,2918
2919,0.98085,1,2919
2920,0.980853,1,2920
2921,0.98086,1,2921
2922,0.980867,1,2922
2923,0.980881,1,2923
2924,0.980893,1,2924
2925,0.980921,1,2925
2926,0.980932,1,2926
2927,0.980939,1,2927
2928,0.980958,1,2928
2929,0.980959,1,2929
2930,0.980966,1,2930
2931,0.980975,1,2931
2932,0.980977,1,2932
2933,0.980982,1,2933
2934,0.98099,1,2934
2935,0.981005,1,2935
2936,0.98102,1,2936
2937,0.981023,1,2937
2938,0.981024,1,2938
2939,0.981029,1,2939
2940,0.981043,1,2940
2941,0.981045,1,2941
2942,0.981072,1,2942
2943,0.981094,1,2943
2944,0.981102,1,2944
2945,0.981113,1,2945
2946,0.98112,1,2946
2947,0.981121,1,2947
2948,0.981141,1,2948
2949,0.981152,1,2949
2950,0.981164,1,2950
2951,0.981166,1,2951
2952,0.981182,1,2952
2953,0.981196,1,2953
2954,0.981201,1,2954
2955,0.981236,1,2955
2956,0.981238,1,2956
2957,0.98124,1,2957
2958,0.981254,1,2958
2959,0.98126,1,2959
2960,0.981286,1,2960
2961,0.981312,1,2961
2962,0.98132,1,2962
2963,0.981323,1,2963
2964,0.981325,1,2964
2965,0.981345,1,2965
2966,0.981351,1,2966
2967,0.981356,1,2967
2968,0.981364,1,2968
2969,0.981386,1,2969
2970,0.981389,1,2970
2971,0.9814,1,2971
2972,0.981402,1,2972
2973,0.981408,1,2973
2974,0.981415,1,2974
2975,0.981428,1,2975
2976,0.98143,1,2976
2977,0.981449,1,2977
2978,0.981458,1,2978
2979,0.981489,1,2979
2980,0.981503,1,2980
2981,0.981523,1,2981
2982,0.981524,1,2982
2983,0.981525,1,2983
2984,0.981556,1,2984
2985,0.981567,1,2985
2986,0.98158,1,2986
2987,0.981581,1,2987
2988,0.981619,1,2988
2989,0.981642,1,2989
2990,0.981644,1,2990
2991,0.981664,1,2991
2992,0.981677,1,2992
2993,0.98168,1,2993
2994,0.981687,1,2994
2995,0.981691,1,2995
2996,0.981697,1,2996
2997,0.981709,1,2997
2998,0.981713,1,2998
2999,0.981725,1,2999
3000,0.981751,1,3000
3001,0.981753,1,3001
3002,0.981759,1,3002
3003,0.98176,1,3003
3004,0.981773,1,3004
3005,0.981786,1,3005
3006,0.981806,1,3006
3007,0.981807,1,3007
3008,0.981819,1,3008
3009,0.981823,1,3009
3010,0.981825,1,3010
3011,0.981831,1,3011
3012,0.981843,1,3012
3013,0.981866,1,3013
3014,0.981879,1,3014
3015,0.981886,1,3015
3016,0.981913,1,3016
3017,0.981914,1,3017
3018,0.981932,1,3018
3019,0.981937,1,3019
3020,0.981937,1,3020
3021,0.981938,1,3021
3022,0.981947,1,3022
3023,0.981949,1,3023
3024,0.981953,1,3024
3025,0.981977,1,3025
3026,0.981999,1,3026
3027,0.982006,1,3027
3028,0.982013,1,3028
3029,0.982032,1,3029
3030,0.982035,1,3030
3031,0.982067,1,3031
3032,0.982078,1,3032
3033,0.982106,1,3033
3034,0.982129,1,3034
3035,0.982154,1,3035
3036,0.982158,1,3036
3037,0.982162,1,3037
3038,0.982181,1,3038
3039,0.982188,1,3039
3040,0.982189,1,3040
3041,0.982196,1,3041
3042,0.9822,1,3042
3043,0.982208,1,3043
3044,0.982211,1,3044
3045,0.982211,1,3045
3046,0.982228,1,3046
3047,0.982228,1,3047
3048,0.982229,1,3048
3049,0.982242,1,3049
3050,0.982245,1,3050
3051,0.982256,1,3051
3052,0.98228,1,3052
3053,0.982287,1,3053
3054,0.982296,1,3054
3055,0.982307,1,3055
3056,0.982355,1,3056
3057,0.982367,1,3057
3058,0.982368,1,3058
3059,0.982391,1,3059
3060,0.982392,1,3060
3061,0.982401,1,3061
3062,0.982406,1,3062
3063,0.982422,1,3063
3064,0.982427,1,3064
3065,0.982432,1,3065
3066,0.982435,1,3066
3067,0.982438,1,3067
3068,0.982451,1,3068
3069,0.982452,1,3069
3070,0.98246,1,3070
3071,0.98247,1,3071
3072,0.982483,1,3072
3073,0.982492,1,3073
3074,0.982493,1,3074
3075,0.982494,1,3075
3076,0.982503,1,3076
3077,0.982506,1,3077
3078,0.982524,1,3078
3079,0.982532,1,3079
3080,0.982545,1,3080
3081,0.982558,1,3081
3082,0.982563,1,3082
3083,0.982563,1,3083
3084,0.98257,1,3084
3085,0.982571,1,3085
3086,0.982571,1,3086
3087,0.982584,1,3087
3088,0.9826,1,3088
3089,0.982604,1,3089
3090,0.982608,1,3090
3091,0.982614,1,3091
3092,0.982616,1,3092
3093,0.98262,1,3093
3094,0.982628,1,3094
3095,0.982653,1,3095
3096,0.982655,1,3096
3097,0.982659,1,3097
3098,0.982667,1,3098
3099,0.982669,1,3099
3100,0.982672,1,3100
3101,0.98274,1,3101
3102,0.982748,1,3102
3103,0.982756,1,3103
3104,0.982764,1,3104
3105,0.982811,1,3105
3106,0.982819,1,3106
3107,0.982843,1,3107
3108,0.982847,1,3108
3109,0.98285,1,3109
3110,0.982863,1,3110
3111,0.982863,1,3111
3112,0.982879,1,3112
3113,0.982889,1,3113
3114,0.982906,1,3114
3115,0.982926,1,3115
3116,0.982955,1,3116
3117,0.982964,1,3117
3118,0.982964,1,3118
3119,0.982982,1,3119
3120,0.983001,1,3120
3121,0.98303,1,3121
3122,0.983061,1,3122
3123,0.983074,1,3123
3124,0.983075,1,3124
3125,0.983078,1,3125
3126,0.983083,1,3126
3127,0.983088,1,3127
3128,0.983089,1,3128
3129,0.983124,1,3129
3130,0.983166,1,3130
3131,0.983169,1,3131
3132,0.983173,1,3132
3133,0.983187,1,3133
3134,0.983213,1,3134
3135,0.983217,1,3135
3136,0.983243,1,3136
3137,0.983243,1,3137
3138,0.983252,1,3138
3139,0.983274,1,3139
3140,0.983286,1,3140
3141,0.983295,1,3141
3142,0.983297,1,3142
3143,0.983302,1,3143
3144,0.98335,1,3144
3145,0.98335,1,3145
3146,0.983351,1,3146
3147,0.983356,1,3147
3148,0.983368,1,3148
3149,0.983383,1,3149
3150,0.983392,1,3150
3151,0.983393,1,3151
3152,0.983402,1,3152
3153,0.983412,1,3153
3154,0.983413,1,3154
3155,0.983425,1,3155
3156,0.98344,1,3156
3157,0.98345,1,3157
3158,0.983455,1,3158
3159,0.983465,1,3159
3160,0.983474,1,3160
3161,0.983492,1,3161
3162,0.983493,1,3162
3163,0.983507,1,3163
3164,0.983546,1,3164
3165,0.983552,1,3165
3166,0.983562,1,3166
3167,0.983562,1,3167
3168,0.983568,1,3168
3169,0.983569,1,3169
3170,0.983585,1,3170
3171,0.983589,1,3171
3172,0.983596,1,3172
3173,0.983611,1,3173
3174,0.983614,1,3174
3175,0.983616,1,3175
3176,0.983625,1,3176
3177,0.983637,1,3177
3178,0.983639,1,3178
3179,0.983641,1,3179
3180,0.98366,1,3180
3181,0.983666,1,3181
3182,0.98367,1,3182
3183,0.983676,1,3183
3184,0.983688,1,3184
3185,0.983706,1,3185
3186,0.983736,1,3186
3187,0.983754,1,3187
3188,0.983789,1,3188
3189,0.983808,1,3189
3190,0.983813,1,3190
3191,0.983828,1,3191
3192,0.983836,1,3192
3193,0.983859,1,3193
3194,0.983861,1,3194
3195,0.983889,1,3195
3196,0.983891,1,3196
3197,0.9839,1,3197
3198,0.983906,1,3198
3199,0.983906,1,3199
3200,0.983911,1,3200
3201,0.983915,1,3201
3202,0.983919,1,3202
3203,0.983935,1,3203
3204,0.983976,1,3204
3205,0.983978,1,3205
3206,0.983999,1,3206
3207,0.98401,1,3207
3208,0.984021,1,3208
3209,0.984025,1,3209
3210,0.984077,1,3210
3211,0.984079,1,3211
3212,0.98408,1,3212
3213,0.984102,1,3213
3214,0.984124,1,3214
3215,0.984143,1,3215
3216,0.984144,1,3216
3217,0.984147,1,3217
3218,0.984156,1,3218
3219,0.984187,1,3219
3220,0.984213,1,3220
3221,0.984228,1,3221
3222,0.984259,1,3222
3223,0.984267,1,3223
3224,0.984304,1,3224
3225,0.98432,1,3225
3226,0.984347,1,3226
3227,0.984365,1,3227
3228,0.98437,1,3228
3229,0.984376,1,3229
3230,0.984384,1,3230
3231,0.984394,1,3231
3232,0.984403,1,3232
3233,0.984412,1,3233
3234,0.984418,1,3234
3235,0.98442,1,3235
3236,0.984427,1,3236
3237,0.984428,1,3237
3238,0.984434,1,3238
3239,0.984462,1,3239
3240,0.984472,1,3240
3241,0.9845,1,3241
3242,0.984509,1,3242
3243,0.984532,1,3243
3244,0.98454,1,3244
3245,0.984542,1,3245
3246,0.984549,1,3246
3247,0.984574,1,3247
3248,0.984599,1,3248
3249,0.98462,1,3249
3250,0.984667,1,3250
3251,0.984676,1,3251
3252,0.984688,1,3252
3253,0.984716,1,3253
3254,0.984718,1,3254
3255,0.984722,1,3255
3256,0.984723,1,3256
3257,0.984738,1,3257
3258,0.984774,1,3258
3259,0.984776,1,3259
3260,0.984778,1,3260
3261,0.984779,1,3261
3262,0.984801,1,3262
3263,0.984812,1,3263
3264,0.98485,1,3264
3265,0.984859,1,3265
3266,0.984865,1,3266
3267,0.98487,1,3267
3268,0.984888,1,3268
3269,0.984892,1,3269
3270,0.984894,1,3270
3271,0.984913,1,3271
3272,0.984919,1,3272
3273,0.984924,1,3273
3274,0.984936,1,3274
3275,0.984966,1,3275
3276,0.984979,1,3276
3277,0.984991,1,3277
3278,0.985062,1,3278
3279,0.985072,1,3279
3280,0.985086,1,3280
3281,0.985087,1,3281
3282,0.985114,1,3282
3283,0.985134,1,3283
3284,0.985153,1,3284
3285,0.985154,1,3285
3286,0.985171,1,3286
3287,0.985185,1,3287
3288,0.985203,1,3288
3289,0.985225,1,3289
3290,0.985266,1,3290
3291,0.985281,1,3291
3292,0.985288,1,3292
3293,0.985294,1,3293
3294,0.985323,1,3294
3295,0.985347,1,3295
3296,0.985351,1,3296
3297,0.985356,1,3297
3298,0.985375,1,3298
3299,0.985376,1,3299
3300,0.985384,1,3300
3301,0.985402,1,3301
3302,0.985411,1,3302
3303,0.985443,1,3303
3304,0.98546,1,3304
3305,0.985514,1,3305
3306,0.985531,1,3306
3307,0.985547,1,3307
3308,0.985609,1,3308
3309,0.985656,1,3309
3310,0.985669,1,3310
3311,0.985669,1,3311
3312,0.985713,1,3312
3313,0.985735,1,3313
3314,0.985762,1,3314
3315,0.98582,1,3315
3316,0.985831,1,3316
3317,0.985833,1,3317
3318,0.985851,1,3318
3319,0.985871,1,3319
3320,0.985872,1,3320
3321,0.985875,1,3321
3322,0.985883,1,3322
3323,0.985893,1,3323
3324,0.985928,1,3324
3325,0.985928,1,3325
3326,0.985929,1,3326
3327,0.985943,1,3327
3328,0.98596,1,3328
3329,0.985969,1,3329
3330,0.985987,1,3330
3331,0.986,1,3331
3332,0.986013,1,3332
3333,0.986018,1,3333
3334,0.986058,1,3334
3335,0.986085,1,3335
3336,0.986086,1,3336
3337,0.986103,1,3337
3338,0.986103,1,3338
3339,0.98612,1,3339
3340,0.986169,1,3340
3341,0.986176,1,3341
3342,0.986176,1,3342
3343,0.986202,1,3343
3344,0.986219,1,3344
3345,0.986225,1,3345
